doc_id,Question,Answer,frequency
17.0, ايه اكتر لعبة البيبي بيحبها؟,بيبقى ليهم تأثير سحري على الكبار. الطفل المصري بيتربى في جو عائلي دافئ,3
3.0, ليه لازم يكون في عملية تحسين الوضع المزاجي للست قبل ما تولد؟,"وكيفية التعامل مع البكاء والنوم وغيرها من التحديات.
ومش بس كده",3
9.0, لما يجيلي ضيوف ينفع اشربهم مشروبات فيها كافيين؟,شرب القهوة بيكون ليه فوائد صحية كمان. يعني,3
5.0, هو البنات بتمثل؟,"بيساهموا في بناء مستقبل أفضل للشباب.
في السياسة والمجتمع المدني",3
15.0, البلاستيكات سهل اني اصنع منها حاجه ولا صعب؟,البلاستيك بيكون مهم في صناعة الأجهزة الكهربائية. يعني,3
18.0, ايه الحلو اللي بيعرف يعمله المخ؟,"ده كمان مسؤول عن مشاعرنا وذكرياتنا وكل حاجة بنعيشها.
أول حاجة لما بنتكلم عن العقل",3
3.0, ليه يبقي احسن ان الست تعمل تحاليل قبل ما تولد؟,فيه تحسن في خدمات الرعاية الصحية للحوامل,3
18.0, ايه الحلو اللي بيعرف يعمله المخ؟,"لأنها بتدينا القوة والإصرار على تحقيق أحلامنا.
وفي الوقت نفسه",3
18.0, ايه الحلو اللي بيعرف يعمله المخ؟,هو الفضول والرغبة في الاستكشاف. يعني الإنسان بطبعه بيحب يتعلم ويكتشف حاجات جديدة. العقل ده زي الإسفنج,3
5.0, البنات بتخترع حاجات؟,الستات بيكون ليهم دور أساسي في الاقتصاد. يعني,3
17.0, ايه المشكلات اللي بتبقي قدام الاهل في انهم يربوا بيبي؟,ده كمان طريقة ليهم عشان يتعلموا ويطوروا مهاراتهم. والكورة بالذات هي اللعبة المفضلة لكتير من الأطفال في مصر,3
3.0, ليه يبقي احسن ان الست تعمل تحاليل قبل ما تولد؟,بيكون فيه اهتمام بالصحة النفسية للأم. بعد الولادة,3
3.0, ليه يبقي احسن ان الست تعمل تحاليل قبل ما تولد؟,بعض الأمهات بيمروا بتغيرات نفسية زي الاكتئاب بعد الولادة,3
5.0, هو البنات بتمثل؟,فيه تركيز على دعم المرأة في مجال الفنون. سواء كرسامات أو موسيقيات أو كاتبات,3
5.0, البنات بتخترع حاجات؟,"الستات بيثبتوا قدرتهم على الإبداع والتميز في شتى المجالات.
وكمان",3
13.0, ايه علاقة الزخرفة بالمعدن الاصفر؟,"اللي بيضيف لها لمسة من الجمال والرقي.
وفي العالم",3
8.0, ايه علاقة الزيادة في الضريبة و ان واحد يبطل شرب؟,بيكون فيه مناقشات حول الضرائب على السجاير. يعني,3
12.0,ازاي احمي البيوت بالمعادن؟,المعدات اللي بتستخدم في الزراعة زي الحراثات والمحاريث,3
5.0, هو البنات بتمثل؟,"لكن برضه مهم جداً لأنه بيؤثر على تكوين الجيل الجديد وتنشئته.
في مجال العمل",3
7.0, علاقة البلاد كانت متطورة وقتها؟,الستينيات كانت فترة تغييرات في السياسة والمجتمع. الناس كانت مهتمة بمتابعة الأحداث العالمية,3
18.0,ايه هو المخ؟,النهاردة هنتكلم عن حاجة مهمة جداً في حياتنا,3
7.0, اخبار اللبس ايه في الفترة دية؟,الحياة في بريطانيا في الستينيات,3
6.0,ايه هي التعابين؟,الثعابين بتقوم بأدوار مهمة. بتساعد في السيطرة على أعداد الفئران والحشرات,3
12.0, المعادن في المجال الزراعي بيتم استخدامها ازاي؟,الحديد ليه دور كبير في صناعة الأدوات الزراعية. يعني,3
7.0, اخبار اللبس ايه في الفترة دية؟,"وده ساعد في رفع مستوى المعيشة.
وكمان",3
12.0, ازاي بيستفادوا من المعادن في التصنيع للحاجات اللي ليها علاقة بالعلم؟,"صناعة أجزاء وهياكل الروبوتات اللي بتستخدم في الصناعة والبحث العلمي.
وكمان",3
13.0, في العلاج والدوا، بيبقى ليه دور إيه المعدن الأصفر ده؟,"كل ده بيتصنع من الذهب.
وكمان",3
2.0, الشجر بيأثر علي التلوثات؟,الأشجار ليها أهمية خاصة. يعني مثلاً,3
1.0, ايه المشاكل اللي بتقف قدام الصناعة دية؟,"وده بيأثر على استخدامه في الطباعة والتغليف وغيرها من الاستخدامات.
ومش بس كده",3
19.0,ايه اللي بيحصل في المناطق اللي حرارتها عالية؟,اللي بيظهر كأنه بركة مياه في الصحراء,3
19.0, زمان كانوا بيفتكروا الظاهرة دية ايه؟,ده كمان بيفسر حاجات كتيرة تانية في الطبيعة. يعني مثلاً,3
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الشباب في بريطانيا كان ليهم دور مهم في الستينيات. بدأوا يعبروا عن نفسهم بطرق مختلفة,3
12.0, ازاي بيستفادوا من المعادن في التصنيع للحاجات اللي ليها علاقة بالعلم؟,الحديد بيكون ليه دور في تصنيع أدوات الأمان. يعني,3
14.0, الجبنة بيخش في صناعتها ايه؟,اللبن بيستخدم في بعض العلاجات الجمالية. يعني,3
1.0, ليه بيحاولوا يطورو التصينع ده؟,"وده بيخلق تحدي للشركات الصغيرة والمتوسطة.
وكمان في مصر",3
15.0,البلاستيكات بنستخدمها في ايه؟,البلاستيك بيستخدم في صناعة الملابس والمنسوجات. يعني,3
8.0, شرب السجارة مؤثر علي الشغل؟,"وده بيكون ليه تأثير سلبي على الطبيعة.
وفي مصر",3
16.0, ايه اقدم مكان فيه قطرة؟,القطارات في مصر بتواجه تحديات كبيرة. زي ما قلنا قبل كده,3
9.0, ايه اشكال المشروبات اللي فيها كافيين المنتشرة؟,بيكون فيه تنوع كبير في أماكن شرب القهوة. من القهاوي الشعبية للكافيهات العصرية,3
6.0,ايه هي التعابين؟,الثعابين ليها دور رمزي كبير. في كتير من الحضارات,3
1.0, ليه بيحاولوا يطورو التصينع ده؟,"وده بيأثر على استخدامه في الطباعة والتغليف وغيرها من الاستخدامات.
ومش بس كده",3
15.0, هو البلاستيكات بتخش حتة الاكل؟,من أفلام البلاستيك الشفافة للأكياس والعلب,3
19.0,ايه اللي بيحصل في المناطق اللي حرارتها عالية؟,النهاردة هنتكلم عن حاجة غريبة ومدهشة في نفس الوقت,3
7.0, احوال العلام ايه في الوقت دة؟,"كان فيه تنوع كبير في الأنشطة الاجتماعية.
وكمان",3
9.0,لو انا مقريف اشرب ايه؟,دي حاجة مهمة جداً في حياتنا وخصوصاً في مصر. القهوة مش بس مشروب,3
14.0, لو انا عايز اقوي مناعتي ممكن اشرب ايه؟,لو حد عنده مشاكل في المعدة أو القولون,3
19.0, زمان كانوا بيفتكروا الظاهرة دية ايه؟,اللي بيظهر كأنه بركة مياه في الصحراء,3
8.0,ايه هي محتوايات السجارة؟,بيكون فيه مناقشات حول الضرائب على السجاير. يعني,3
2.0, الشجر بيأثر علي التلوثات؟,الأشجار بتساعد كمان في تخفيف حدة الجو. يعني في الصيف,3
7.0,ايه هي اسامى الباندات اللي كان ليها بصمة علي المزيكا في الستين؟,الستينيات كانت فترة تغيرات كبيرة برضه. الناس كانت متابعة للتغيرات اللي بتحصل في بريطانيا وغيرها من الدول,3
11.0,الكريمات اللي بنستعملها للبشرة بتفرق ازاي في الأيام الحر والبرد,بيكون فيه نصائح وإرشادات للعناية بالجلد في الصيف والشتاء. يعني,3
15.0,البلاستيكات بنستخدمها في ايه؟,البلاستيك بيستخدم في صناعة الأثاث والديكور. يعني,3
7.0, علاقة البلاد كانت متطورة وقتها؟,كانت فيه ثورة في مجال الأزياء والموضة. الأزياء بقت أكثر جرأة وتحرر,3
19.0, زمان كانوا بيفتكروا الظاهرة دية ايه؟,بسبب الفرق في درجات الحرارة دي. يعني الضوء بيمشي في خطوط مستقيمة عادة,3
